latitude,longitude,altitude
28.242535,-16.649523,2459.4
28.242554,-16.6493,2458.2
28.24239,-16.648899,2453.3
28.242151,-16.648689,2446.4
28.242186,-16.648176,2443.0
28.241848,-16.648031,2432.9
28.241482,-16.647612,2427.0
28.241213,-16.647551,2419.3
28.24098,-16.647295,2414.3
28.240885,-16.647329,2410.2
28.240892,-16.647066,2408.1
28.240795,-16.646812,2404.0
28.240412,-16.646326,2393.4
28.240051,-16.646112,2374.8
28.239719,-16.646042,2365.4
28.239485,-16.645842,2360.6
28.239342,-16.645866,2357.6
28.238928,-16.645594,2353.9
28.238737,-16.645596,2348.3
28.237738,-16.64501,2318.5
28.237743,-16.644871,2318.1
28.237572,-16.644602,2311.8
28.237448,-16.644617,2307.8
28.237268,-16.644318,2303.9
28.236717,-16.643824,2292.4
28.236803,-16.643179,2286.8
28.236567,-16.643011,2278.9
28.236441,-16.64308,2276.5
28.236233,-16.643023,2271.2
28.236217,-16.642698,2266.5
28.23601,-16.642412,2258.9
28.2355,-16.642412,2246.2
28.234699,-16.641878,2222.3
28.234552,-16.641903,2219.4
28.234402,-16.641762,2217.1
28.234201,-16.641762,2214.2
28.233749,-16.641466,2206.0
28.233488,-16.641148,2201.0
28.233437,-16.640207,2196.8
28.232969,-16.639614,2187.7
28.232683,-16.639523,2186.8
28.232473,-16.638859,2181.9
28.231649,-16.638062,2175.4
28.231558,-16.637348,2171.7
28.231146,-16.6367,2162.9
28.230774,-16.636539,2159.6
28.230097,-16.636612,2154.5
28.229382,-16.636347,2151.6
28.229012,-16.635696,2150.0
28.228888,-16.635611,2147.6
28.228886,-16.635332,2144.2
28.228325,-16.63471,2143.4
28.227945,-16.633923,2142.9
28.227503,-16.633457,2141.5
28.227358,-16.632919,2141.5
28.227074,-16.632833,2141.0
28.226957,-16.632652,2141.0
28.226767,-16.632553,2143.1
28.226309,-16.632624,2141.0
28.225828,-16.632504,2137.1
28.22529,-16.631542,2140.0
28.225006,-16.631357,2140.0
28.224827,-16.630854,2140.0
28.224623,-16.630556,2139.0
28.223917,-16.63023,2139.9
28.223627,-16.629873,2139.1
28.22352,-16.629866,2138.8
