type	latitude	longitude	altitude (m)	name	desc
T	46.029877000	7.113030000	1468.0		
T	46.030277000	7.113338000	1468.0		
T	46.030411000	7.113480000	1468.3		
T	46.030506000	7.113792000	1468.8		
T	46.030781000	7.113773000	1469.8		
T	46.030968000	7.113964000	1471.9		
T	46.030933000	7.114141000	1471.2		
T	46.030945000	7.114032000	1471.5		
T	46.030876000	7.114146000	1470.0		
T	46.030701000	7.115337000	1470.2		
T	46.030540000	7.115698000	1468.0		
T	46.030491000	7.116018000	1468.5		
T	46.030437000	7.115958000	1468.3		
T	46.030308000	7.116184000	1468.2		
T	46.030399000	7.116371000	1470.1		
T	46.030373000	7.116432000	1470.0		
T	46.030003000	7.116670000	1468.0		
T	46.029922000	7.116594000	1467.9		
T	46.029915000	7.116478000	1468.2		
T	46.029968000	7.116660000	1467.9		
T	46.030106000	7.116594000	1468.7		
T	46.030182000	7.116329000	1468.8		
T	46.030327000	7.116124000	1468.2		
T	46.030434000	7.115595000	1468.0		
T	46.030640000	7.115505000	1469.5		
T	46.030575000	7.115330000	1468.3		
T	46.030907000	7.113659000	1471.1		
T	46.031479000	7.112054000	1481.3		
T	46.031902000	7.109887000	1480.3		
T	46.031837000	7.109100000	1481.0		
T	46.031921000	7.108344000	1484.8		
T	46.031849000	7.108247000	1487.1		
T	46.031467000	7.108037000	1487.5		
T	46.031361000	7.107727000	1492.9		
T	46.030945000	7.107014000	1497.4		
T	46.031086000	7.106394000	1497.1		
T	46.030987000	7.105198000	1506.5		
T	46.031342000	7.104790000	1505.3		
T	46.031406000	7.104579000	1505.3		
T	46.031696000	7.104119000	1514.1		
T	46.031757000	7.103856000	1518.2		
T	46.032188000	7.103244000	1524.0		
T	46.032318000	7.102859000	1527.3		
T	46.032604000	7.102445000	1525.8		
T	46.032627000	7.102017000	1527.9		
T	46.032516000	7.101790000	1530.3		
T	46.032570000	7.101354000	1529.7		
T	46.032524000	7.101024000	1531.8		
T	46.032795000	7.099789000	1532.9		
T	46.032688000	7.098817000	1536.6		
T	46.032532000	7.098466000	1542.0		
T	46.032497000	7.098109000	1540.6		
T	46.032181000	7.097090000	1549.9		
T	46.032337000	7.095782000	1552.6		
T	46.032028000	7.095367000	1559.1		
T	46.032024000	7.095077000	1558.8		
T	46.031975000	7.094986000	1559.1		
T	46.031944000	7.095158000	1560.2		
T	46.031628000	7.095146000	1570.3		
T	46.031490000	7.094731000	1574.9		
T	46.031559000	7.094555000	1575.7		
T	46.031387000	7.094435000	1581.3		
T	46.031387000	7.094365000	1582.8		
T	46.031292000	7.094341000	1586.2		
T	46.031254000	7.094231000	1589.6		
T	46.031166000	7.094282000	1591.3		
T	46.031128000	7.094508000	1589.6		
T	46.030987000	7.094517000	1595.3		
T	46.030746000	7.094349000	1605.6		
T	46.030476000	7.094295000	1614.2		
T	46.030266000	7.093999000	1620.9		
T	46.030018000	7.094043000	1628.0		
T	46.029884000	7.093925000	1627.2		
T	46.029755000	7.093602000	1625.7		
T	46.029686000	7.093113000	1627.6		
T	46.029850000	7.092889000	1627.5		
T	46.029915000	7.092957000	1626.8		
T	46.029919000	7.092709000	1628.0		
T	46.029827000	7.092464000	1629.7		
T	46.029835000	7.092704000	1628.6		
T	46.029938000	7.092628000	1628.4		
T	46.030075000	7.092651000	1628.0		
T	46.030140000	7.092779000	1627.0		
T	46.030071000	7.092788000	1627.0		
T	46.030136000	7.093067000	1625.9		
T	46.030098000	7.092770000	1627.1		
T	46.030518000	7.092896000	1626.7		
T	46.030151000	7.092742000	1627.3		
T	46.029903000	7.092844000	1627.4		
T	46.029892000	7.092624000	1628.7		
T	46.029892000	7.092954000	1626.9		
T	46.029911000	7.092837000	1627.4		
T	46.030022000	7.092944000	1626.4		
T	46.029961000	7.092950000	1626.6		
T	46.030052000	7.093119000	1625.7		
T	46.030113000	7.092969000	1626.3		
T	46.030239000	7.093336000	1624.1		
T	46.030354000	7.093460000	1623.7		
T	46.030327000	7.093224000	1624.7		
T	46.030338000	7.093488000	1623.6		
T	46.030415000	7.093463000	1623.8		
T	46.030109000	7.093434000	1624.0		
T	46.030502000	7.093468000	1623.9		
T	46.030430000	7.093292000	1624.2		
T	46.030407000	7.093358000	1624.0		
T	46.030460000	7.093363000	1624.0		
T	46.030472000	7.093279000	1624.3		
T	46.030422000	7.093208000	1624.7		
T	46.030327000	7.093425000	1623.7		
T	46.030067000	7.092908000	1626.5		
T	46.029938000	7.092870000	1627.0		
T	46.030327000	7.093449000	1623.7		
T	46.030014000	7.092916000	1626.5		
T	46.030041000	7.093130000	1625.7		
T	46.030106000	7.093065000	1626.0		
T	46.030045000	7.093621000	1623.0		
T	46.030048000	7.093305000	1624.9		
T	46.029884000	7.093421000	1625.0		
T	46.029762000	7.092864000	1628.1		
T	46.029778000	7.093116000	1626.6		
T	46.029732000	7.093155000	1626.6		
T	46.029640000	7.093065000	1628.5		
T	46.029335000	7.092251000	1634.9		
T	46.028950000	7.090663000	1640.5		
T	46.029011000	7.089778000	1644.4		
T	46.029160000	7.089562000	1646.3		
T	46.029034000	7.089279000	1649.7		
T	46.028866000	7.088303000	1655.7		
T	46.028358000	7.087541000	1672.2		
T	46.028320000	7.087260000	1676.6		
T	46.028442000	7.086890000	1680.4		
T	46.028206000	7.086344000	1686.2		
T	46.028027000	7.085634000	1690.7		
T	46.028015000	7.085267000	1693.1		
T	46.028088000	7.084786000	1696.4		
T	46.028156000	7.084673000	1697.0		
T	46.027893000	7.083930000	1701.8		
T	46.027576000	7.083320000	1707.6		
T	46.027428000	7.082717000	1712.7		
T	46.026958000	7.082190000	1719.2		
T	46.026821000	7.081649000	1724.1		
T	46.026657000	7.081389000	1726.0		
T	46.026093000	7.080841000	1732.1		
T	46.026096000	7.080277000	1738.1		
T	46.025997000	7.079889000	1742.4		
T	46.025764000	7.079498000	1747.6		
T	46.025459000	7.078466000	1759.6		
T	46.025478000	7.077832000	1767.0		
T	46.025265000	7.077426000	1772.7		
T	46.025269000	7.076711000	1780.4		
T	46.024914000	7.076114000	1789.9		
T	46.024845000	7.075508000	1797.2		
T	46.024704000	7.074956000	1804.0		
T	46.024460000	7.074612000	1811.6		
T	46.024384000	7.074161000	1817.9		
T	46.024220000	7.074036000	1821.3		
T	46.024254000	7.073914000	1821.8		
T	46.024422000	7.073778000	1821.4		
T	46.024506000	7.073261000	1826.7		
T	46.024609000	7.073222000	1826.7		
T	46.024578000	7.073272000	1826.0		
T	46.024509000	7.073123000	1828.7		
T	46.024548000	7.072999000	1830.6		
T	46.024647000	7.072943000	1831.3		
T	46.024658000	7.072808000	1833.7		
T	46.024570000	7.072717000	1835.3		
T	46.024677000	7.072483000	1838.3		
T	46.024502000	7.072393000	1839.3		
T	46.024498000	7.072197000	1841.9		
T	46.024364000	7.072105000	1843.6		
T	46.024368000	7.071584000	1851.5		
T	46.024273000	7.071607000	1851.1		
T	46.024265000	7.071676000	1850.2		
T	46.024117000	7.071712000	1849.9		
T	46.024075000	7.071666000	1850.7		
T	46.024010000	7.071055000	1860.1		
T	46.023945000	7.070959000	1862.2		
T	46.023880000	7.070967000	1862.2		
T	46.023705000	7.070407000	1874.5		
T	46.023743000	7.070090000	1881.4		
T	46.023666000	7.069864000	1882.6		
T	46.023743000	7.069485000	1889.7		
T	46.023655000	7.069096000	1894.0		
T	46.023453000	7.068627000	1900.8		
T	46.023388000	7.068538000	1901.6		
T	46.023350000	7.068571000	1900.1		
T	46.023178000	7.068229000	1907.7		
T	46.023087000	7.068189000	1908.9		
T	46.022861000	7.067693000	1920.0		
T	46.022854000	7.067757000	1918.7		
T	46.022861000	7.067477000	1924.3		
T	46.022766000	7.067183000	1928.2		
T	46.022774000	7.067077000	1931.2		
T	46.022892000	7.066968000	1938.4		
T	46.022820000	7.066877000	1938.1		
T	46.022888000	7.066568000	1948.0		
T	46.022633000	7.065950000	1954.0		
T	46.022388000	7.065705000	1958.5		
T	46.022362000	7.065569000	1963.0		
T	46.022141000	7.065697000	1963.3		
T	46.022144000	7.065357000	1970.7		
T	46.021931000	7.064984000	1983.6		
T	46.021889000	7.065024000	1986.3		
T	46.021824000	7.064853000	1993.0		
T	46.021725000	7.064823000	1997.4		
T	46.021774000	7.064611000	1998.5		
T	46.021729000	7.064639000	1998.4		
T	46.021648000	7.064560000	2001.1		
T	46.021561000	7.064313000	2007.8		
T	46.021576000	7.064172000	2011.2		
T	46.021435000	7.063923000	2019.7		
T	46.021511000	7.063721000	2029.9		
T	46.021465000	7.063608000	2033.6		
T	46.021004000	7.063052000	2050.1		
T	46.020878000	7.062706000	2060.3		
T	46.020767000	7.062848000	2060.3		
T	46.020714000	7.062731000	2064.9		
T	46.020618000	7.062723000	2070.2		
T	46.020615000	7.062523000	2070.5		
T	46.020447000	7.062446000	2076.4		
T	46.020386000	7.062259000	2078.1		
T	46.020226000	7.062111000	2082.6		
T	46.020180000	7.061925000	2085.2		
T	46.019741000	7.061604000	2092.3		
T	46.019585000	7.061211000	2100.6		
T	46.019585000	7.060806000	2120.4		
T	46.019455000	7.060726000	2105.6		
T	46.019390000	7.060424000	2112.6		
T	46.019302000	7.060356000	2114.9		
T	46.019279000	7.060008000	2120.9		
T	46.019196000	7.059961000	2117.1		
T	46.019089000	7.060182000	2119.8		
T	46.019047000	7.060158000	2122.3		
T	46.018902000	7.059961000	2131.5		
T	46.018951000	7.060045000	2128.2		
T	46.018867000	7.059997000	2132.7		
T	46.018723000	7.059679000	2138.6		
T	46.018768000	7.059710000	2137.1		
T	46.018677000	7.059648000	2140.2		
T	46.018665000	7.059509000	2142.1		
T	46.018536000	7.059395000	2146.0		
T	46.018574000	7.059351000	2146.7		
T	46.018536000	7.059399000	2146.0		
T	46.018658000	7.059529000	2142.1		
T	46.018806000	7.059891000	2135.1		
T	46.018887000	7.059981000	2132.2		
T	46.018974000	7.059916000	2127.4		
T	46.018963000	7.060052000	2127.5		
T	46.019142000	7.060110000	2116.5		
T	46.019291000	7.060012000	2121.5		
T	46.019218000	7.059754000	2122.0		
T	46.019192000	7.059150000	2126.5		
T	46.019238000	7.058913000	2135.1		
T	46.019138000	7.058608000	2139.9		
T	46.019188000	7.058595000	2141.5		
T	46.019176000	7.058479000	2143.4		
T	46.019390000	7.058573000	2153.1		
T	46.019325000	7.058100000	2161.7		
T	46.019360000	7.057955000	2168.0		
T	46.019314000	7.057945000	2165.1		
T	46.019341000	7.058000000	2165.4		
T	46.019405000	7.057073000	2192.2		
T	46.019436000	7.057124000	2193.5		
T	46.019382000	7.056851000	2195.1		
T	46.019432000	7.056863000	2198.8		
T	46.019470000	7.056744000	2204.6		
T	46.019413000	7.056223000	2208.4		
T	46.019463000	7.055953000	2219.1		
T	46.019390000	7.055518000	2221.4		
T	46.019432000	7.055541000	2224.9		
T	46.019482000	7.055288000	2226.4		
T	46.019703000	7.055203000	2239.9		
T	46.019836000	7.054865000	2251.3		
T	46.019753000	7.054491000	2257.7		
T	46.019592000	7.054303000	2260.2		
T	46.019554000	7.054346000	2256.8		
T	46.019314000	7.053787000	2264.8		
T	46.019154000	7.053069000	2269.1		
T	46.019176000	7.052871000	2275.4		
T	46.018909000	7.052480000	2277.9		
T	46.018806000	7.052079000	2284.0		
T	46.018787000	7.051617000	2289.7		
T	46.018707000	7.051566000	2287.9		
T	46.018826000	7.051061000	2295.5		
T	46.018833000	7.050720000	2300.7		
T	46.018623000	7.050436000	2302.4		
T	46.018505000	7.049862000	2314.6		
T	46.018585000	7.049780000	2318.0		
T	46.018497000	7.049732000	2317.3		
T	46.018459000	7.049607000	2319.9		
T	46.018520000	7.049413000	2327.9		
T	46.018513000	7.049540000	2323.7		
T	46.018627000	7.049335000	2334.0		
T	46.018585000	7.049140000	2337.5		
T	46.018623000	7.049183000	2337.7		
T	46.018650000	7.048902000	2344.3		
T	46.018692000	7.048938000	2344.0		
T	46.018715000	7.048572000	2356.4		
T	46.018471000	7.046113000	2416.9		
T	46.018562000	7.046158000	2420.7		
T	46.018463000	7.046090000	2417.2		
T	46.018559000	7.045900000	2427.9		
T	46.018543000	7.045527000	2437.1		
T	46.018642000	7.045527000	2440.4		
T	46.018620000	7.045393000	2442.5		
T	46.018791000	7.045155000	2454.5		
T	46.018829000	7.044979000	2459.0		
T	46.018917000	7.045042000	2459.6		
T	46.018852000	7.044773000	2462.7		
T	46.018902000	7.044777000	2462.4		
T	46.018867000	7.044727000	2463.2		
T	46.018814000	7.044801000	2462.5		
T	46.018696000	7.044729000	2465.6		
T	46.018665000	7.044605000	2470.0		
T	46.018742000	7.044548000	2469.9		
T	46.018696000	7.044428000	2474.9		
T	46.018673000	7.044491000	2473.5		
T	46.018684000	7.044358000	2478.0		
T	46.018780000	7.044360000	2474.7		
T	46.018715000	7.043834000	2501.8		
T	46.018688000	7.043889000	2499.8		
T	46.018692000	7.043754000	2506.5		
T	46.018669000	7.043827000	2503.5		
T	46.018608000	7.043650000	2514.2		
T	46.018681000	7.043476000	2517.0		
T	46.018578000	7.043287000	2525.9		
T	46.018612000	7.043092000	2529.0		
T	46.018753000	7.043003000	2523.3		
T	46.018669000	7.042811000	2531.3		
T	46.018742000	7.042630000	2531.9		
T	46.018665000	7.042569000	2538.0		
T	46.018723000	7.042531000	2535.7		
T	46.018681000	7.042582000	2536.7		
T	46.018681000	7.042345000	2543.9		
T	46.018814000	7.042229000	2539.4		
T	46.018753000	7.042427000	2537.1		
T	46.018841000	7.042500000	2529.8		
T	46.018799000	7.042541000	2531.1		
T	46.018757000	7.042486000	2535.0		
T	46.018787000	7.042541000	2531.8		
T	46.018669000	7.042349000	2544.4		
T	46.018673000	7.042281000	2546.4		
T	46.018806000	7.042247000	2539.3		
T	46.018734000	7.042105000	2546.6		
T	46.018764000	7.042053000	2546.3		
T	46.018799000	7.042094000	2543.8		
T	46.018738000	7.042101000	2546.5		
T	46.018726000	7.041777000	2556.6		
T	46.018597000	7.041735000	2560.5		
T	46.018677000	7.041658000	2562.0		
T	46.018742000	7.041359000	2579.3		
T	46.018700000	7.041221000	2593.9		
T	46.018726000	7.041143000	2600.1		
T	46.019066000	7.040994000	2597.4		
T	46.019001000	7.040997000	2598.6		
T	46.019058000	7.041066000	2592.6		
T	46.018902000	7.040960000	2603.7		
T	46.018803000	7.040967000	2610.4		
T	46.018917000	7.040878000	2609.6		
T	46.018875000	7.040838000	2614.9		
T	46.018974000	7.040835000	2611.1		
T	46.019058000	7.040735000	2615.5		
T	46.018913000	7.040739000	2619.7		
T	46.018925000	7.040542000	2633.0		
T	46.019245000	7.040620000	2621.5		
T	46.018921000	7.040615000	2628.0		
T	46.019009000	7.040597000	2626.6		
T	46.018963000	7.040588000	2628.6		
T	46.019020000	7.040315000	2649.0		
T	46.018944000	7.040132000	2663.1		
T	46.018990000	7.040131000	2662.4		
T	46.019081000	7.039834000	2667.0		
T	46.019039000	7.039857000	2668.8		
T	46.019196000	7.039809000	2664.9		
T	46.019337000	7.039576000	2657.4		
T	46.019337000	7.039403000	2645.6		
T	46.019455000	7.039281000	2637.8		
T	46.019398000	7.039024000	2622.0		
T	46.019665000	7.038674000	2603.0		
T	46.019623000	7.038626000	2599.5		
T	46.019672000	7.038656000	2602.0		
T	46.019756000	7.038284000	2581.5		
T	46.019600000	7.038172000	2573.8		
T	46.019691000	7.037835000	2554.9		
T	46.019871000	7.037606000	2553.2		
T	46.019764000	7.037374000	2534.1		
T	46.019855000	7.037340000	2536.9		
T	46.019924000	7.037011000	2517.6		
T	46.020210000	7.036705000	2504.5		
T	46.020260000	7.036423000	2490.2		
T	46.020504000	7.036052000	2477.8		
T	46.020863000	7.035179000	2450.9		
T	46.021114000	7.034927000	2446.7		
T	46.021263000	7.034550000	2429.2		
T	46.021500000	7.034184000	2421.4		
T	46.021503000	7.033909000	2406.1		
T	46.021648000	7.033624000	2392.4		
T	46.021774000	7.033542000	2390.2		
T	46.021931000	7.033107000	2368.5		
T	46.021732000	7.032844000	2351.3		
T	46.021343000	7.032770000	2337.3		
T	46.020939000	7.032515000	2315.6		
T	46.020687000	7.032129000	2295.1		
T	46.020237000	7.031987000	2281.9		
T	46.019981000	7.031972000	2278.4		
T	46.020359000	7.031648000	2265.5		
T	46.020393000	7.031535000	2260.5		
T	46.021023000	7.031202000	2248.7		
T	46.021709000	7.030593000	2230.1		
T	46.022186000	7.029687000	2196.5		
T	46.022205000	7.029746000	2199.9		
T	46.022312000	7.029391000	2186.9		
T	46.022446000	7.029281000	2186.4		
T	46.022461000	7.029116000	2179.7		
T	46.022930000	7.028429000	2153.5		
T	46.023178000	7.028273000	2150.8		
T	46.023197000	7.028142000	2145.0		
T	46.023170000	7.028205000	2147.1		
T	46.022896000	7.028144000	2137.6		
T	46.023083000	7.027656000	2119.6		
T	46.022846000	7.027592000	2114.8		
T	46.022793000	7.027178000	2100.6		
T	46.022842000	7.027014000	2095.8		
T	46.023109000	7.026733000	2091.6		
T	46.023293000	7.026337000	2082.5		
T	46.023754000	7.025995000	2077.3		
T	46.023754000	7.025864000	2070.7		
T	46.023998000	7.025609000	2063.7		
T	46.024094000	7.025370000	2051.8		
T	46.024143000	7.025374000	2052.6		
T	46.024147000	7.025164000	2041.6		
T	46.024288000	7.025149000	2044.3		
T	46.024387000	7.024820000	2029.0		
T	46.024357000	7.024662000	2018.8		
T	46.024315000	7.024670000	2017.4		
T	46.024536000	7.024467000	2014.5		
T	46.024605000	7.024070000	1994.7		
T	46.024731000	7.023980000	1995.2		
T	46.025005000	7.023466000	1968.4		
T	46.024982000	7.023322000	1956.6		
T	46.025204000	7.022798000	1938.0		
T	46.025509000	7.022373000	1928.4		
T	46.025707000	7.022309000	1934.2		
T	46.025669000	7.022219000	1926.7		
T	46.026138000	7.021621000	1907.2		
T	46.026234000	7.021564000	1907.8		
T	46.026318000	7.021641000	1915.2		
T	46.026405000	7.021598000	1917.7		
T	46.026489000	7.021369000	1918.0		
T	46.026402000	7.021208000	1903.5		
T	46.026321000	7.021221000	1897.3		
T	46.026276000	7.021159000	1891.6		
T	46.026382000	7.020917000	1889.0		
T	46.026592000	7.020743000	1890.2		
T	46.026806000	7.020417000	1877.3		
T	46.027039000	7.019948000	1859.0		
T	46.027138000	7.019917000	1859.9		
T	46.027142000	7.019836000	1855.3		
T	46.026978000	7.019642000	1841.9		
T	46.027000000	7.019581000	1839.0		
T	46.027046000	7.019601000	1841.3		
T	46.027092000	7.019472000	1836.6		
T	46.027191000	7.019418000	1838.8		
T	46.027302000	7.019097000	1829.3		
T	46.027843000	7.018445000	1820.8		
T	46.028046000	7.017936000	1809.4		
T	46.028252000	7.017793000	1807.1		
T	46.028488000	7.017288000	1788.3		
T	46.028591000	7.017173000	1785.1		
T	46.028683000	7.017222000	1785.2		
T	46.028645000	7.017193000	1785.2		
T	46.028744000	7.016939000	1775.4		
T	46.028988000	7.016603000	1767.0		
T	46.029079000	7.016619000	1766.7		
T	46.029121000	7.016565000	1765.1		
T	46.029194000	7.016075000	1754.9		
T	46.029308000	7.015957000	1751.9		
T	46.029259000	7.015876000	1747.7		
T	46.029293000	7.015398000	1731.0		
T	46.029247000	7.015402000	1730.0		
T	46.029160000	7.015177000	1721.0		
T	46.029301000	7.014957000	1716.5		
T	46.029346000	7.014993000	1718.4		
T	46.029396000	7.014640000	1707.1		
T	46.029285000	7.014376000	1695.9		
T	46.029259000	7.014110000	1686.3		
T	46.029301000	7.014080000	1685.8		
T	46.029243000	7.013991000	1681.8		
T	46.029308000	7.013553000	1668.9		
T	46.029274000	7.013609000	1670.1		
T	46.029198000	7.013166000	1657.6		
T	46.029640000	7.012403000	1640.4		
T	46.029686000	7.012194000	1635.4		
T	46.029938000	7.011871000	1630.1		
T	46.030197000	7.011361000	1622.2		
T	46.030155000	7.011392000	1622.6		
T	46.030212000	7.011407000	1623.1		
T	46.030209000	7.011198000	1619.3		
T	46.030415000	7.011003000	1616.5		
T	46.030495000	7.010669000	1610.0		
T	46.031048000	7.010069000	1600.1		
T	46.031628000	7.009807000	1593.8		
T	46.031822000	7.009646000	1590.8		
T	46.031898000	7.009545000	1588.5		
T	46.031952000	7.009318000	1583.9		
T	46.031914000	7.009358000	1584.4		
T	46.031910000	7.009275000	1582.8		
T	46.031994000	7.009105000	1580.2		
T	46.032127000	7.009140000	1583.7		
T	46.032150000	7.009261000	1586.6		
T	46.032101000	7.008972000	1579.4		
T	46.032143000	7.008808000	1577.1		
T	46.032276000	7.008753000	1577.9		
T	46.032066000	7.008421000	1571.2		
T	46.031960000	7.008428000	1573.6		
T	46.031944000	7.008356000	1574.0		
T	46.031998000	7.008462000	1573.0		
T	46.031521000	7.008574000	1585.1		
T	46.031521000	7.008788000	1583.4		
T	46.031391000	7.008854000	1586.5		
T	46.031391000	7.008926000	1585.6		
T	46.030991000	7.008994000	1598.1		
T	46.030609000	7.008884000	1613.2		
T	46.030388000	7.008964000	1621.1		
T	46.030128000	7.009182000	1625.5		
T	46.030182000	7.008780000	1639.0		
T	46.030254000	7.008683000	1638.6		
T	46.030228000	7.008604000	1643.3		
T	46.030174000	7.008643000	1645.0		
T	46.030201000	7.008579000	1645.7		
T	46.030113000	7.008624000	1649.5		
T	46.030174000	7.008065000	1663.7		
T	46.030277000	7.007927000	1660.8		
T	46.030373000	7.007940000	1655.8		
T	46.030373000	7.007735000	1660.9		
T	46.030224000	7.007782000	1667.2		
T	46.029972000	7.007946000	1678.3		
T	46.029903000	7.008127000	1676.9		
T	46.029770000	7.008142000	1683.6		
T	46.029369000	7.008429000	1699.3		
T	46.029316000	7.008695000	1693.2		
T	46.029270000	7.008660000	1697.4		
T	46.029026000	7.008732000	1710.8		
T	46.028889000	7.008982000	1710.0		
T	46.028805000	7.008988000	1715.3		
T	46.028755000	7.009086000	1714.5		
T	46.028755000	7.008772000	1727.9		
T	46.028854000	7.008640000	1726.5		
T	46.028801000	7.008649000	1730.0		
T	46.028694000	7.008817000	1730.0		
T	46.028599000	7.008854000	1734.5		
T	46.028522000	7.009038000	1731.4		
